From,To,Datetime,Duration(seconds),Cell Tower,ID
165,1,20060606 1134,1033,29,20029
100,23,20060606 1135,936,30,20030
301,275,20060606 1135,1163,17,20017
395,48,20060606 1135,1643,11,20011
367,210,20060606 1136,853,29,20029
383,92,20060606 1138,1157,10,20010
392,27,20060606 1138,704,29,20029
396,81,20060606 1138,1176,18,20018
32,0,20060606 1139,709,29,20029
190,222,20060606 1139,1095,29,20029
248,336,20060606 1140,791,16,20016
160,205,20060606 1145,1221,22,20022
180,5,20060606 1145,1398,10,20010
88,53,20060606 1147,1664,29,20029
118,359,20060606 1147,585,30,20030
135,12,20060606 1148,1926,29,20029
97,61,20060606 1149,975,22,20022
147,5,20060606 1149,1056,28,20028
46,12,20060606 1150,800,30,20030
76,71,20060606 1150,1151,29,20029
395,48,20060606 1150,1215,11,20011
61,154,20060606 1151,1280,28,20028
79,169,20060606 1151,1247,16,20016
7,206,20060606 1152,1218,29,20029
193,3,20060606 1153,1135,22,20022
394,199,20060606 1153,1061,10,20010
196,118,20060606 1155,595,11,20011
227,28,20060606 1157,1414,21,20021
197,4,20060606 1200,866,29,20029
384,305,20060606 1200,1497,29,20029
162,207,20060606 1201,798,30,20030
385,179,20060606 1201,768,6,20006
196,118,20060606 1202,770,11,20011
329,152,20060606 1204,1277,11,20011
230,93,20060606 1206,1284,28,20028
321,3,20060606 1206,1185,16,20016
352,32,20060606 1206,528,29,20029
149,138,20060606 1209,1078,21,20021
205,160,20060606 1209,998,29,20029
21,79,20060606 1214,1090,29,20029
179,0,20060606 1214,122,8,20008
319,222,20060606 1214,799,11,20011
143,117,20060606 1215,1501,29,20029
222,24,20060606 1216,727,30,20030
325,330,20060606 1217,984,18,20018
66,153,20060606 1218,1007,29,20029
201,5,20060606 1218,1069,11,20011
399,3,20060606 1219,1525,24,20024
0,378,20060606 1221,1133,7,20007
61,33,20060606 1222,1713,28,20028
181,19,20060606 1222,679,15,20015
197,368,20060606 1222,610,29,20029
246,16,20060606 1224,580,16,20016
117,12,20060606 1226,1312,28,20028
39,14,20060606 1227,1713,10,20010
203,165,20060606 1227,1151,20,20020
343,1,20060606 1228,1088,30,20030
29,11,20060606 1233,582,25,20025
297,15,20060606 1237,1175,22,20022
9,251,20060606 1239,806,25,20025
246,16,20060606 1239,1330,17,20017
319,222,20060606 1240,996,16,20016
136,60,20060606 1241,984,10,20010
52,143,20060606 1242,1453,18,20018
254,136,20060606 1243,713,11,20011
328,142,20060606 1245,865,30,20030
239,247,20060606 1246,938,18,20018
25,71,20060606 1247,1092,29,20029
166,16,20060606 1247,435,11,20011
205,160,20060606 1247,786,28,20028
49,252,20060606 1248,1505,28,20028
86,1,20060606 1248,961,7,20007
167,290,20060606 1249,845,15,20015
69,387,20060606 1250,921,17,20017
258,34,20060606 1251,562,11,20011
130,111,20060606 1253,1171,28,20028
246,5,20060606 1253,1541,17,20017
56,288,20060606 1255,1289,22,20022
123,317,20060606 1255,1451,25,20025
144,54,20060606 1256,659,16,20016
47,21,20060606 1257,925,28,20028
294,87,20060606 1257,960,22,20022
207,27,20060606 1259,1232,30,20030
148,176,20060606 1301,1144,11,20011
311,37,20060606 1302,899,25,20025
266,30,20060606 1303,764,11,20011
144,149,20060606 1304,1055,16,20016
331,134,20060606 1305,944,14,20014
315,361,20060606 1306,1615,28,20028
154,166,20060606 1309,894,13,20013
247,386,20060606 1310,1165,22,20022
15,63,20060606 1312,982,7,20007
343,1,20060606 1312,1328,30,20030
26,49,20060606 1317,758,11,20011
17,214,20060606 1318,930,23,20023
81,162,20060606 1318,714,10,20010
9,74,20060606 1322,557,25,20025
363,134,20060606 1324,988,29,20029
29,58,20060606 1326,820,25,20025
295,329,20060606 1327,747,30,20030
206,47,20060606 1330,1330,21,20021
53,127,20060606 1331,1443,28,20028
112,327,20060606 1331,1078,18,20018
229,264,20060606 1331,1264,15,20015
356,11,20060606 1331,993,15,20015
316,5,20060606 1332,935,18,20018
355,0,20060606 1333,836,29,20029
126,42,20060606 1334,1202,8,20008
141,21,20060606 1334,1262,11,20011
336,6,20060606 1334,761,30,20030
158,357,20060606 1338,847,22,20022
323,202,20060606 1338,1031,10,20010
93,215,20060606 1340,1254,29,20029
64,32,20060606 1341,1125,29,20029
72,35,20060606 1341,1099,17,20017
107,1,20060606 1343,1447,28,20028
215,93,20060606 1343,1402,29,20029
382,350,20060606 1343,1066,15,20015
87,35,20060606 1344,1028,11,20011
111,41,20060606 1344,1005,29,20029
58,38,20060606 1346,1032,23,20023
343,1,20060606 1346,1290,30,20030
127,53,20060606 1347,1368,20,20020
212,123,20060606 1349,837,28,20028
303,131,20060606 1349,1101,26,20026
75,35,20060606 1350,1010,17,20017
12,46,20060606 1351,1099,29,20029
99,56,20060606 1351,942,28,20028
277,9,20060606 1351,969,28,20028
125,94,20060606 1352,1556,29,20029
144,23,20060606 1352,938,16,20016
379,317,20060606 1352,1049,24,20024
392,27,20060606 1352,1460,29,20029
48,2,20060606 1353,1647,28,20028
266,190,20060606 1353,1629,11,20011
241,80,20060606 1354,1116,29,20029
40,15,20060606 1355,913,24,20024
238,7,20060606 1357,1345,29,20029
234,170,20060606 1400,1245,11,20011
248,7,20060606 1400,967,16,20016
315,361,20060606 1400,1159,28,20028
239,28,20060606 1402,981,18,20018
295,3,20060606 1402,836,30,20030
319,222,20060606 1404,1308,11,20011
281,137,20060606 1405,1191,28,20028
373,41,20060606 1405,868,29,20029
386,179,20060606 1406,1313,11,20011
194,5,20060606 1407,797,19,20019
278,239,20060606 1409,1051,23,20023
316,5,20060606 1409,1528,18,20018
72,35,20060606 1410,778,17,20017
320,369,20060606 1411,881,28,20028
226,168,20060606 1412,1279,30,20030
162,207,20060606 1415,1297,30,20030
56,315,20060606 1416,1274,22,20022
91,13,20060606 1416,802,30,20030
181,19,20060606 1417,1376,15,20015
14,25,20060606 1418,1089,18,20018
216,1,20060606 1418,1275,28,20028
335,14,20060606 1420,1365,10,20010
126,213,20060606 1424,1427,8,20008
159,66,20060606 1426,1299,11,20011
124,9,20060606 1427,738,1,20001
258,34,20060606 1428,829,29,20029
267,231,20060606 1428,1192,30,20030
345,205,20060606 1428,991,1,20001
241,80,20060606 1429,542,28,20028
159,66,20060606 1430,683,11,20011
376,20,20060606 1431,1062,13,20013
74,44,20060606 1432,1236,29,20029
115,186,20060606 1432,723,17,20017
57,2,20060606 1433,956,11,20011
210,49,20060606 1434,933,27,20027
356,61,20060606 1434,1654,15,20015
310,54,20060606 1438,1277,28,20028
67,19,20060606 1439,970,16,20016
227,1,20060606 1439,554,29,20029
378,0,20060606 1439,625,30,20030
66,153,20060606 1440,668,28,20028
318,139,20060606 1440,1431,11,20011
64,1,20060606 1441,655,29,20029
5,200,20060606 1444,553,29,20029
12,135,20060606 1444,1611,11,20011
396,81,20060606 1444,1119,18,20018
363,42,20060606 1445,1296,29,20029
391,18,20060606 1445,1332,30,20030
359,118,20060606 1446,824,21,20021
363,134,20060606 1446,728,29,20029
150,5,20060606 1447,697,29,20029
283,345,20060606 1448,1015,11,20011
238,209,20060606 1450,1057,29,20029
119,271,20060606 1452,917,20,20020
312,38,20060606 1453,1472,29,20029
178,23,20060606 1456,1336,11,20011
342,1,20060606 1458,957,11,20011
225,319,20060606 1500,1041,30,20030
88,53,20060606 1501,1000,29,20029
327,112,20060606 1501,820,25,20025
0,50,20060606 1502,869,7,20007
94,46,20060606 1502,781,6,20006
382,350,20060606 1502,1018,15,20015
68,50,20060606 1503,771,29,20029
37,3,20060606 1505,1215,17,20017
344,389,20060606 1505,1011,27,20027
120,324,20060606 1507,665,29,20029
305,350,20060606 1507,1348,6,20006
264,229,20060606 1508,1066,29,20029
381,12,20060606 1508,960,29,20029
254,136,20060606 1509,1157,11,20011
281,1,20060606 1510,818,28,20028
345,283,20060606 1510,864,1,20001
50,93,20060606 1513,897,11,20011
230,93,20060606 1513,1127,28,20028
376,292,20060606 1514,1267,13,20013
102,75,20060606 1515,914,13,20013
54,252,20060606 1516,1091,29,20029
62,32,20060606 1517,1055,24,20024
90,204,20060606 1519,1241,30,20030
349,7,20060606 1519,563,1,20001
22,5,20060606 1520,467,24,20024
269,240,20060606 1520,786,6,20006
391,18,20060606 1521,1057,30,20030
33,2,20060606 1522,915,28,20028
208,3,20060606 1522,1528,17,20017
174,44,20060606 1523,1387,30,20030
388,19,20060606 1524,1759,11,20011
226,168,20060606 1525,909,30,20030
390,2,20060606 1525,1145,22,20022
116,16,20060606 1526,748,28,20028
281,1,20060606 1526,1195,28,20028
375,333,20060606 1528,1054,29,20029
29,58,20060606 1530,1390,25,20025
165,34,20060606 1532,1344,29,20029
387,69,20060606 1534,1487,28,20028
125,27,20060606 1535,1442,29,20029
283,37,20060606 1535,1147,28,20028
364,260,20060606 1535,1162,24,20024
182,13,20060606 1536,824,29,20029
78,331,20060606 1537,910,16,20016
267,5,20060606 1537,1160,30,20030
53,27,20060606 1538,1509,28,20028
76,52,20060606 1538,941,29,20029
154,353,20060606 1538,927,13,20013
251,272,20060606 1538,963,28,20028
331,78,20060606 1538,1232,11,20011
64,1,20060606 1539,1047,29,20029
264,54,20060606 1539,942,29,20029
17,155,20060606 1540,679,23,20023
143,117,20060606 1544,1238,28,20028
327,42,20060606 1546,1555,25,20025
185,229,20060606 1548,680,29,20029
108,7,20060606 1549,895,28,20028
220,5,20060606 1549,544,24,20024
162,17,20060606 1551,1181,30,20030
209,238,20060606 1551,1081,29,20029
379,317,20060606 1551,1153,24,20024
65,4,20060606 1552,666,28,20028
287,213,20060606 1552,1149,29,20029
243,146,20060606 1553,1338,1,20001
288,2,20060606 1553,1111,30,20030
137,20,20060606 1554,582,29,20029
227,1,20060606 1554,805,29,20029
237,1,20060606 1554,1070,20,20020
61,169,20060606 1555,1117,28,20028
259,148,20060606 1556,1379,30,20030
311,37,20060606 1558,751,25,20025
251,275,20060606 1559,866,28,20028
258,132,20060606 1559,1385,29,20029
340,14,20060606 1559,902,11,20011
159,66,20060606 1602,962,11,20011
176,148,20060606 1602,702,18,20018
209,238,20060606 1602,963,28,20028
139,318,20060606 1606,1159,24,20024
9,146,20060606 1609,1343,25,20025
129,217,20060606 1609,765,28,20028
294,87,20060606 1613,831,22,20022
330,275,20060606 1614,1126,27,20027
157,5,20060606 1615,1120,1,20001
76,52,20060606 1616,1134,29,20029
268,207,20060606 1616,1364,11,20011
55,38,20060606 1619,742,20,20020
65,335,20060606 1619,1285,29,20029
361,189,20060606 1619,1482,28,20028
107,1,20060606 1620,1168,28,20028
66,20,20060606 1621,1270,28,20028
167,236,20060606 1621,530,15,20015
80,15,20060606 1622,838,11,20011
189,361,20060606 1622,1499,29,20029
368,196,20060606 1622,1591,11,20011
394,13,20060606 1622,993,10,20010
257,109,20060606 1623,1158,30,20030
186,58,20060606 1629,749,22,20022
327,112,20060606 1630,1091,25,20025
27,3,20060606 1631,797,25,20025
74,9,20060606 1631,1065,28,20028
187,51,20060606 1631,1257,30,20030
226,390,20060606 1632,1362,30,20030
6,0,20060606 1633,1167,29,20029
29,11,20060606 1633,775,25,20025
103,82,20060606 1635,790,18,20018
58,29,20060606 1637,1367,23,20023
146,219,20060606 1638,1322,1,20001
253,52,20060606 1639,986,16,20016
109,257,20060606 1640,1320,11,20011
31,5,20060606 1641,768,30,20030
120,325,20060606 1641,933,28,20028
146,322,20060606 1641,1062,1,20001
203,165,20060606 1641,750,20,20020
61,393,20060606 1643,1305,28,20028
145,0,20060606 1644,910,29,20029
145,0,20060606 1645,836,29,20029
248,0,20060606 1645,621,16,20016
17,35,20060606 1648,783,23,20023
115,298,20060606 1651,1325,17,20017
149,138,20060606 1652,1154,21,20021
90,110,20060606 1653,720,30,20030
212,123,20060606 1653,1328,28,20028
58,29,20060606 1655,1577,23,20023
352,3,20060606 1655,793,29,20029
131,283,20060606 1656,1027,22,20022
198,66,20060606 1656,901,6,20006
289,45,20060606 1656,1136,7,20007
337,41,20060606 1656,870,28,20028
229,24,20060606 1657,751,15,20015
200,5,20060606 1659,1342,29,20029
59,18,20060606 1703,903,11,20011
120,346,20060606 1703,1158,28,20028
19,123,20060606 1705,1374,30,20030
135,12,20060606 1705,480,29,20029
12,216,20060606 1707,1539,29,20029
302,109,20060606 1709,1382,28,20028
51,171,20060606 1712,605,11,20011
190,162,20060606 1713,460,29,20029
234,218,20060606 1713,1328,11,20011
109,257,20060606 1714,1281,11,20011
241,80,20060606 1715,1103,28,20028
139,75,20060606 1716,1055,24,20024
160,205,20060606 1716,977,22,20022
53,27,20060606 1717,494,11,20011
320,369,20060606 1717,1124,28,20028
128,14,20060606 1719,1364,11,20011
91,89,20060606 1720,1021,30,20030
252,49,20060606 1720,1166,29,20029
323,68,20060606 1720,1054,10,20010
122,73,20060606 1721,907,24,20024
147,5,20060606 1722,1084,28,20028
207,27,20060606 1723,974,30,20030
52,343,20060606 1727,1144,18,20018
282,13,20060606 1727,1393,8,20008
206,237,20060606 1728,1322,21,20021
115,23,20060606 1729,945,17,20017
149,138,20060606 1729,1111,21,20021
368,197,20060606 1729,907,11,20011
241,23,20060606 1731,1064,28,20028
323,202,20060606 1732,1242,10,20010
210,1,20060606 1733,1014,27,20027
243,320,20060606 1733,858,1,20001
50,0,20060606 1734,1516,11,20011
236,167,20060606 1734,959,1,20001
349,7,20060606 1734,726,1,20001
252,54,20060606 1737,675,29,20029
22,194,20060606 1738,927,24,20024
22,5,20060606 1738,1591,24,20024
32,265,20060606 1738,612,29,20029
68,2,20060606 1738,934,28,20028
61,344,20060606 1740,1124,28,20028
36,53,20060606 1741,1145,28,20028
284,2,20060606 1741,1150,22,20022
35,87,20060606 1743,1363,15,20015
183,17,20060606 1744,920,1,20001
382,17,20060606 1744,891,15,20015
101,156,20060606 1745,1237,22,20022
311,37,20060606 1748,623,25,20025
386,247,20060606 1750,741,11,20011
48,2,20060606 1751,1519,28,20028
193,3,20060606 1753,1231,22,20022
267,387,20060606 1754,710,30,20030
194,22,20060606 1755,1330,19,20019
191,120,20060606 1756,688,22,20022
222,24,20060606 1756,975,30,20030
201,18,20060606 1757,966,11,20011
314,5,20060606 1758,874,17,20017
193,42,20060606 1802,1457,2,20002
230,93,20060606 1802,842,28,20028
107,5,20060606 1803,1114,19,20019
274,172,20060606 1803,1128,9,20009
180,5,20060606 1806,600,11,20011
314,250,20060606 1806,840,27,20027
363,42,20060606 1807,1222,29,20029
376,20,20060606 1810,1233,22,20022
199,13,20060606 1812,637,22,20022
161,6,20060606 1813,1359,10,20010
201,18,20060606 1817,835,9,20009
194,291,20060606 1819,783,14,20014
203,42,20060606 1819,1018,22,20022
223,160,20060606 1823,514,30,20030
11,17,20060606 1824,1230,25,20025
150,5,20060606 1824,1323,16,20016
329,152,20060606 1827,1159,15,20015
314,250,20060606 1828,635,17,20017
375,172,20060606 1829,1476,22,20022
68,50,20060606 1832,731,16,20016
42,363,20060606 1833,897,13,20013
107,5,20060606 1834,1424,19,20019
214,140,20060606 1834,1870,29,20029
196,1,20060606 1835,905,11,20011
7,253,20060606 1836,1799,16,20016
205,160,20060606 1836,1444,28,20028
20,132,20060606 1839,787,30,20030
361,189,20060606 1839,943,9,20009
44,74,20060606 1840,889,25,20025
22,19,20060606 1844,1273,25,20025
30,5,20060606 1847,885,4,20004
331,78,20060606 1848,864,15,20015
78,52,20060606 1851,1416,16,20016
133,21,20060606 1851,905,22,20022
325,120,20060606 1851,656,15,20015
387,267,20060606 1851,1017,19,20019
243,320,20060606 1852,925,1,20001
158,235,20060606 1855,946,19,20019
16,166,20060606 1858,825,11,20011
157,5,20060606 1858,1128,1,20001
234,218,20060606 1900,1187,16,20016
194,22,20060606 1903,1230,14,20014
239,5,20060606 1903,1168,4,20004
25,354,20060606 1905,1733,29,20029
145,0,20060606 1905,945,12,20012
192,49,20060606 1908,1076,29,20029
197,4,20060606 1908,949,27,20027
141,0,20060606 1909,690,15,20015
207,162,20060606 1911,1257,24,20024
149,138,20060606 1912,1059,21,20021
51,56,20060606 1913,769,16,20016
228,92,20060606 1915,1027,2,20002
0,2,20060606 1917,1278,21,20021
217,129,20060606 1917,759,22,20022
131,283,20060606 1919,841,22,20022
329,152,20060606 1925,1280,15,20015
57,32,20060606 1926,1173,15,20015
53,88,20060606 1928,1302,16,20016
112,80,20060606 1930,879,18,20018
94,1,20060606 1932,656,22,20022
307,84,20060606 1933,1014,7,20007
46,41,20060606 1935,1719,30,20030
196,118,20060606 1935,1118,11,20011
346,1,20060606 1935,637,8,20008
352,32,20060606 1935,1396,16,20016
264,229,20060606 1937,1259,27,20027
258,34,20060606 1939,698,11,20011
298,115,20060606 1945,674,21,20021
386,247,20060606 1950,684,11,20011
31,3,20060606 1951,989,30,20030
238,209,20060606 1951,617,12,20012
131,283,20060606 1954,584,22,20022
305,102,20060606 1954,1411,19,20019
154,48,20060606 1956,959,13,20013
81,23,20060606 1957,997,7,20007
150,5,20060606 2000,1372,16,20016
38,312,20060606 2002,1419,1,20001
88,53,20060606 2002,1494,29,20029
294,87,20060606 2004,1001,22,20022
195,172,20060606 2005,940,15,20015
390,2,20060606 2005,1398,22,20022
177,75,20060606 2006,1186,21,20021
30,123,20060606 2010,958,4,20004
104,83,20060606 2010,1209,7,20007
387,267,20060606 2011,384,28,20028
6,161,20060606 2014,941,16,20016
168,2,20060606 2014,1047,25,20025
388,19,20060606 2014,934,15,20015
235,158,20060606 2016,1305,23,20023
378,275,20060606 2018,851,30,20030
89,372,20060606 2020,656,28,20028
108,13,20060606 2020,1379,9,20009
72,172,20060606 2021,87,27,20027
331,78,20060606 2021,881,15,20015
158,175,20060606 2022,1139,22,20022
253,7,20060606 2022,1144,23,20023
318,229,20060606 2024,1121,11,20011
12,135,20060606 2027,788,29,20029
226,0,20060606 2027,1134,15,20015
59,18,20060606 2029,1001,15,20015
377,92,20060606 2029,787,13,20013
217,296,20060606 2030,1131,22,20022
284,260,20060606 2031,650,19,20019
36,21,20060606 2032,555,28,20028
47,231,20060606 2034,1040,13,20013
166,154,20060606 2034,559,29,20029
116,1,20060606 2037,1099,11,20011
259,148,20060606 2037,794,12,20012
359,118,20060606 2037,1739,21,20021
143,117,20060606 2038,563,12,20012
176,54,20060606 2038,997,18,20018
7,108,20060606 2042,937,29,20029
144,23,20060606 2043,691,23,20023
375,172,20060606 2045,1151,15,20015
193,42,20060606 2047,853,2,20002
307,51,20060606 2048,773,7,20007
236,13,20060606 2049,1350,1,20001
67,41,20060606 2052,880,16,20016
203,42,20060606 2052,992,22,20022
217,129,20060606 2052,582,22,20022
246,5,20060606 2052,1014,7,20007
36,21,20060606 2055,770,28,20028
320,192,20060606 2057,1131,16,20016
231,47,20060606 2058,1081,27,20027
81,23,20060606 2059,1015,10,20010
312,38,20060606 2102,625,12,20012
384,189,20060606 2102,654,9,20009
394,199,20060606 2103,1163,11,20011
381,12,20060606 2105,1029,29,20029
107,1,20060606 2106,622,19,20019
71,25,20060606 2107,1115,29,20029
233,53,20060606 2109,668,15,20015
122,73,20060606 2110,782,6,20006
27,54,20060606 2111,995,8,20008
119,38,20060606 2111,1406,14,20014
27,2,20060606 2112,793,25,20025
297,172,20060606 2114,1385,22,20022
355,14,20060606 2115,654,15,20015
44,74,20060606 2119,1295,25,20025
145,0,20060606 2119,823,12,20012
225,319,20060606 2120,1426,30,20030
152,329,20060606 2121,722,15,20015
343,52,20060606 2121,1082,9,20009
297,15,20060606 2122,812,22,20022
169,79,20060606 2123,1525,4,20004
355,0,20060606 2123,1612,15,20015
339,26,20060606 2127,1579,11,20011
301,275,20060606 2133,1120,15,20015
39,23,20060606 2137,427,10,20010
232,172,20060606 2137,1530,30,20030
251,272,20060606 2138,1579,28,20028
173,120,20060606 2141,1074,20,20020
27,53,20060606 2143,207,8,20008
370,274,20060606 2143,916,1,20001
137,286,20060606 2146,684,15,20015
160,223,20060606 2146,1190,22,20022
284,2,20060606 2146,1135,19,20019
230,8,20060606 2147,1013,28,20028
372,89,20060606 2155,1011,13,20013
73,41,20060606 2159,1742,21,20021
104,11,20060606 2159,1461,7,20007
253,7,20060606 2201,1092,23,20023
53,233,20060606 2204,1405,16,20016
112,341,20060606 2205,640,7,20007
71,76,20060606 2206,1155,29,20029
58,186,20060606 2208,856,23,20023
177,75,20060606 2211,1780,22,20022
234,170,20060606 2211,1124,16,20016
39,14,20060606 2213,905,9,20009
252,54,20060606 2214,661,29,20029
294,30,20060606 2214,1368,22,20022
109,302,20060606 2215,1075,11,20011
169,61,20060606 2216,796,4,20004
46,12,20060606 2218,1210,30,20030
355,14,20060606 2218,925,15,20015
55,38,20060606 2219,1257,27,20027
372,89,20060606 2220,611,13,20013
0,175,20060606 2221,882,21,20021
22,26,20060606 2222,821,24,20024
111,42,20060606 2226,1226,29,20029
40,15,20060606 2229,913,1,20001
130,111,20060606 2229,1171,15,20015
312,275,20060606 2229,1726,12,20012
208,192,20060606 2232,809,22,20022
109,302,20060606 2235,1256,11,20011
216,12,20060606 2237,1405,29,20029
56,315,20060606 2238,815,28,20028
343,52,20060606 2238,901,9,20009
207,27,20060606 2239,1453,24,20024
81,396,20060606 2240,973,7,20007
155,5,20060606 2241,1057,16,20016
14,25,20060606 2242,864,10,20010
152,37,20060606 2243,1500,15,20015
26,339,20060606 2245,388,12,20012
144,23,20060606 2245,1525,23,20023
196,118,20060606 2247,603,11,20011
75,128,20060606 2249,1370,17,20017
170,190,20060606 2253,1027,25,20025
268,207,20060606 2254,1052,11,20011
297,172,20060606 2255,1037,22,20022
166,154,20060606 2256,1280,9,20009
169,79,20060606 2256,905,4,20004
45,8,20060606 2257,815,12,20012
336,248,20060606 2301,989,30,20030
272,251,20060606 2303,808,15,20015
382,350,20060606 2304,941,29,20029
39,14,20060606 2305,1036,9,20009
274,370,20060606 2305,1122,10,20010
353,89,20060606 2306,827,12,20012
181,15,20060606 2308,1024,29,20029
231,267,20060606 2308,640,27,20027
311,1,20060606 2308,1181,8,20008
349,23,20060606 2308,1738,1,20001
55,60,20060606 2312,601,27,20027
112,132,20060606 2314,1162,7,20007
124,2,20060606 2314,976,1,20001
127,43,20060606 2314,1416,3,20003
78,24,20060606 2315,976,4,20004
371,60,20060606 2319,1206,19,20019
386,179,20060606 2322,1004,28,20028
363,42,20060606 2324,1905,29,20029
317,123,20060606 2327,891,11,20011
392,358,20060606 2330,1466,9,20009
135,12,20060606 2332,1236,13,20013
357,158,20060606 2334,829,25,20025
307,51,20060606 2335,1151,21,20021
277,9,20060606 2336,1091,29,20029
262,19,20060606 2339,832,22,20022
36,2,20060606 2341,1253,28,20028
6,9,20060606 2343,1275,11,20011
122,73,20060606 2343,1446,6,20006
73,122,20060606 2344,1158,21,20021
152,329,20060606 2347,847,22,20022
167,1,20060606 2347,1017,27,20027
215,272,20060606 2347,1564,29,20029
152,37,20060606 2349,859,11,20011
11,29,20060606 2350,1873,25,20025
23,96,20060606 2350,1093,29,20029
16,166,20060606 2351,1175,11,20011
26,49,20060606 2354,1201,12,20012
27,54,20060606 2355,1543,8,20008
49,26,20060606 2358,1476,13,20013
352,32,20060607 0003,1282,29,20029
0,109,20060607 0009,1079,24,20024
44,32,20060607 0013,1192,21,20021
263,185,20060607 0054,1004,30,20030
94,362,20060607 0055,1204,6,20006
327,112,20060607 0055,1371,25,20025
351,38,20060607 0101,1085,28,20028
122,73,20060607 0121,546,24,20024
59,18,20060607 0123,976,11,20011
294,87,20060607 0126,512,22,20022
65,158,20060607 0129,1156,29,20029
307,51,20060607 0130,1495,7,20007
150,5,20060607 0132,1167,29,20029
116,1,20060607 0140,784,30,20030
0,5,20060607 0141,1399,7,20007
272,251,20060607 0152,1502,11,20011
290,92,20060607 0153,853,19,20019
105,5,20060607 0200,1402,28,20028
393,61,20060607 0203,509,11,20011
102,305,20060607 0209,1042,13,20013
321,138,20060607 0218,930,16,20016
116,16,20060607 0219,1091,30,20030
354,52,20060607 0219,1330,30,20030
71,209,20060607 0230,1181,28,20028
175,0,20060607 0231,983,30,20030
138,149,20060607 0244,1239,29,20029
101,156,20060607 0245,1360,22,20022
295,26,20060607 0249,769,30,20030
369,320,20060607 0251,1117,22,20022
113,347,20060607 0254,1337,30,20030
387,267,20060607 0256,873,28,20028
109,333,20060607 0310,134,11,20011
128,75,20060607 0311,1046,11,20011
249,18,20060607 0311,356,28,20028
194,22,20060607 0312,746,19,20019
343,1,20060607 0316,1210,30,20030
160,205,20060607 0332,805,22,20022
176,54,20060607 0341,1551,18,20018
179,386,20060607 0341,1259,30,20030
348,163,20060607 0342,915,23,20023
289,2,20060607 0344,1057,7,20007
349,7,20060607 0349,1399,1,20001
376,20,20060607 0406,363,13,20013
36,2,20060607 0411,1268,28,20028
226,390,20060607 0415,1336,30,20030
318,139,20060607 0424,526,29,20029
285,8,20060607 0429,558,30,20030
133,178,20060607 0439,766,13,20013
9,251,20060607 0440,516,25,20025
369,320,20060607 0456,1883,22,20022
28,227,20060607 0502,1243,22,20022
39,14,20060607 0510,989,11,20011
176,148,20060607 0511,1039,18,20018
336,248,20060607 0547,1006,30,20030
386,247,20060607 0547,1081,11,20011
15,181,20060607 0552,1067,7,20007
41,73,20060607 0553,1573,28,20028
0,12,20060607 0554,1642,7,20007
8,45,20060607 0554,825,11,20011
69,152,20060607 0555,723,17,20017
140,214,20060607 0556,834,11,20011
249,138,20060607 0558,1155,28,20028
73,122,20060607 0601,1206,21,20021
167,47,20060607 0605,1288,15,20015
157,5,20060607 0608,1015,1,20001
370,49,20060607 0608,326,1,20001
193,3,20060607 0619,1223,22,20022
59,113,20060607 0620,1170,18,20018
278,239,20060607 0621,435,23,20023
161,54,20060607 0623,1174,30,20030
282,199,20060607 0641,696,19,20019
73,37,20060607 0643,860,21,20021
96,292,20060607 0643,1027,5,20005
39,23,20060607 0647,1084,10,20010
58,29,20060607 0649,848,23,20023
113,347,20060607 0700,1069,30,20030
358,103,20060607 0715,1145,30,20030
343,1,20060607 0722,887,30,20030
217,192,20060607 0724,1375,6,20006
90,385,20060607 0727,1065,30,20030
49,210,20060607 0729,1241,28,20028
357,341,20060607 0729,768,25,20025
274,172,20060607 0741,978,10,20010
386,247,20060607 0741,934,11,20011
391,211,20060607 0747,1048,30,20030
278,239,20060607 0748,1391,23,20023
3,328,20060607 0749,1071,30,20030
315,32,20060607 0752,698,28,20028
135,12,20060607 0800,1111,29,20029
237,206,20060607 0800,1010,20,20020
264,54,20060607 0800,770,27,20027
253,52,20060607 0801,702,16,20016
299,52,20060607 0801,779,29,20029
229,264,20060607 0803,1148,15,20015
273,0,20060607 0803,1078,29,20029
357,158,20060607 0803,1014,25,20025
288,2,20060607 0805,1195,30,20030
162,207,20060607 0806,832,30,20030
121,21,20060607 0807,920,28,20028
42,19,20060607 0809,1215,13,20013
70,52,20060607 0809,875,20,20020
320,243,20060607 0809,800,28,20028
337,41,20060607 0809,1174,28,20028
59,11,20060607 0810,893,29,20029
327,112,20060607 0811,1052,25,20025
213,118,20060607 0815,802,25,20025
274,172,20060607 0815,1020,10,20010
218,97,20060607 0817,1178,30,20030
231,92,20060607 0818,1016,29,20029
375,333,20060607 0818,645,11,20011
385,179,20060607 0818,1063,6,20006
85,86,20060607 0819,1087,30,20030
170,5,20060607 0819,1048,23,20023
385,90,20060607 0819,1062,6,20006
189,90,20060607 0820,1168,11,20011
352,32,20060607 0820,1109,29,20029
238,209,20060607 0821,1281,29,20029
122,73,20060607 0823,787,24,20024
201,18,20060607 0823,1199,11,20011
207,27,20060607 0823,1147,30,20030
352,32,20060607 0824,932,29,20029
338,332,20060607 0825,1239,15,20015
260,284,20060607 0826,1106,28,20028
50,93,20060607 0827,988,11,20011
143,52,20060607 0827,1186,29,20029
147,26,20060607 0828,1029,28,20028
336,248,20060607 0828,807,30,20030
388,19,20060607 0828,599,11,20011
